Payment_ID,Payment_Date,Customer_ID,Payment_Method,Gateway,Amount,Payment_Status,Customer_Type,Region,Processing_Time_Min
PAY10511,2025-11-06 21:59:47.980,CUST1006,Net Banking,Cashfree,3999.0,Success,Returning,West,15.23
PAY10512,2025-11-07 12:34:51.486,CUST1197,Debit Card,Razorpay,499.0,Success,New,Central,9.52
PAY10513,2025-11-08 03:09:54.992,CUST1214,Credit Card,Razorpay,499.0,Pending,Returning,Central,2.25
PAY10514,2025-11-08 17:44:58.497,CUST1058,UPI,Stripe,799.0,Failed,New,Central,1.76
PAY10515,2025-11-09 08:20:02.003,CUST1049,Wallet,Cashfree,299.0,Success,New,North,11.16
PAY10516,2025-11-09 22:55:05.509,CUST1151,Credit Card,Cashfree,999.0,Success,New,North,3.03
PAY10517,2025-11-10 13:30:09.015,CUST1217,Credit Card,Razorpay,999.0,Success,New,Central,15.56
PAY10518,2025-11-11 04:05:12.521,CUST1162,UPI,Cashfree,3999.0,Failed,Returning,North,22.14
PAY10519,2025-11-11 18:40:16.027,CUST1026,Credit Card,PayU,3999.0,Refunded,New,West,22.19
PAY10520,2025-11-12 09:15:19.533,CUST1047,Wallet,Razorpay,3999.0,Success,New,Central,16.82
PAY10521,2025-11-12 23:50:23.038,CUST1005,Credit Card,Stripe,2499.0,Success,New,North,6.07
PAY10522,2025-11-13 14:25:26.544,CUST1218,Wallet,Razorpay,499.0,Success,New,South,21.71
PAY10523,2025-11-14 05:00:30.050,CUST1020,UPI,Cashfree,1499.0,Refunded,New,Central,22.27
PAY10524,2025-11-14 19:35:33.556,CUST1134,Debit Card,Stripe,999.0,Failed,New,Central,5.72
PAY10525,2025-11-15 10:10:37.062,CUST1198,Credit Card,Razorpay,2999.0,Failed,Returning,West,18.7
PAY10526,2025-11-16 00:45:40.568,CUST1059,Debit Card,PayU,499.0,Success,New,East,7.88
PAY10527,2025-11-16 15:20:44.073,CUST1192,Wallet,PayU,1999.0,Success,New,East,20.26
PAY10528,2025-11-17 05:55:47.579,CUST1242,Credit Card,Razorpay,1499.0,Success,New,West,24.93
PAY10529,2025-11-17 20:30:51.085,CUST1146,Net Banking,PayU,499.0,Success,New,West,1.72
PAY10530,2025-11-18 11:05:54.591,CUST1132,Debit Card,PayU,299.0,Failed,Returning,West,22.54
PAY10531,2025-11-19 01:40:58.097,CUST1017,Credit Card,PayU,2999.0,Failed,New,East,15.94
PAY10532,2025-11-19 16:16:01.603,CUST1249,Debit Card,Stripe,499.0,Refunded,New,West,24.36
PAY10533,2025-11-20 06:51:05.109,CUST1014,Credit Card,PayU,2499.0,Refunded,New,North,12.16
PAY10534,2025-11-20 21:26:08.614,CUST1206,UPI,PayU,3999.0,Success,New,Central,21.34
PAY10535,2025-11-21 12:01:12.120,CUST1013,Debit Card,PayU,3999.0,Success,New,Central,2.5
PAY10536,2025-11-22 02:36:15.626,CUST1135,Net Banking,Stripe,2999.0,Pending,Returning,South,9.05
PAY10537,2025-11-22 17:11:19.132,CUST1128,Net Banking,Razorpay,3999.0,Failed,Returning,South,2.61
PAY10538,2025-11-23 07:46:22.638,CUST1044,Wallet,Cashfree,499.0,Success,Returning,Central,24.41
PAY10539,2025-11-23 22:21:26.144,CUST1119,Credit Card,PayU,1999.0,Success,New,North,20.61
PAY10540,2025-11-24 12:56:29.649,CUST1143,Debit Card,Razorpay,999.0,Success,New,East,21.46
PAY10541,2025-11-25 03:31:33.155,CUST1019,Wallet,PayU,999.0,Refunded,New,East,23.51
PAY10542,2025-11-25 18:06:36.661,CUST1063,Debit Card,Stripe,1499.0,Success,New,North,3.04
PAY10543,2025-11-26 08:41:40.167,CUST1235,Credit Card,Razorpay,799.0,Success,Returning,East,10.25
PAY10544,2025-11-26 23:16:43.673,CUST1239,Net Banking,Stripe,299.0,Success,New,West,2.7
PAY10545,2025-11-27 13:51:47.179,CUST1236,UPI,PayU,2999.0,Success,Returning,Central,6.06
PAY10546,2025-11-28 04:26:50.684,CUST1163,Net Banking,PayU,1499.0,Success,Returning,Central,6.5
PAY10547,2025-11-28 19:01:54.190,CUST1081,Wallet,Stripe,799.0,Success,New,North,12.26
PAY10548,2025-11-29 09:36:57.696,CUST1163,UPI,Cashfree,2499.0,Success,New,East,7.45
PAY10549,2025-11-30 00:12:01.202,CUST1147,Wallet,Stripe,2499.0,Success,Returning,South,3.42
PAY10550,2025-11-30 14:47:04.708,CUST1148,Credit Card,PayU,299.0,Success,New,South,5.02
PAY10551,2025-12-01 05:22:08.214,CUST1100,UPI,Stripe,3999.0,Success,Returning,East,4.53
PAY10552,2025-12-01 19:57:11.720,CUST1163,Wallet,Cashfree,499.0,Failed,New,South,24.35
PAY10553,2025-12-02 10:32:15.225,CUST1160,Credit Card,Stripe,1499.0,Success,New,North,19.22
PAY10554,2025-12-03 01:07:18.731,CUST1122,Net Banking,Cashfree,1499.0,Success,New,North,24.23
PAY10555,2025-12-03 15:42:22.237,CUST1176,Credit Card,Cashfree,2999.0,Failed,Returning,East,11.55
PAY10556,2025-12-04 06:17:25.743,CUST1044,Debit Card,Stripe,2999.0,Success,New,South,7.68
PAY10557,2025-12-04 20:52:29.249,CUST1104,Credit Card,Stripe,2499.0,Success,Returning,North,20.16
PAY10558,2025-12-05 11:27:32.755,CUST1152,Credit Card,Razorpay,2499.0,Success,New,North,8.83
PAY10559,2025-12-06 02:02:36.260,CUST1061,Debit Card,PayU,1999.0,Success,Returning,West,8.19
PAY10560,2025-12-06 16:37:39.766,CUST1125,Wallet,Cashfree,1999.0,Success,Returning,West,6.58
PAY10561,2025-12-07 07:12:43.272,CUST1145,Wallet,Razorpay,3999.0,Success,New,North,4.11
PAY10562,2025-12-07 21:47:46.778,CUST1071,Credit Card,Stripe,1999.0,Success,New,East,7.16
PAY10563,2025-12-08 12:22:50.284,CUST1107,Debit Card,PayU,499.0,Success,Returning,Central,9.53
PAY10564,2025-12-09 02:57:53.790,CUST1050,Debit Card,Razorpay,499.0,Success,New,Central,17.18
PAY10565,2025-12-09 17:32:57.295,CUST1065,Net Banking,Cashfree,1499.0,Success,Returning,North,2.5
PAY10566,2025-12-10 08:08:00.801,CUST1099,Wallet,Razorpay,999.0,Success,New,North,6.05
PAY10567,2025-12-10 22:43:04.307,CUST1032,UPI,Cashfree,499.0,Success,Returning,North,20.42
PAY10568,2025-12-11 13:18:07.813,CUST1164,Wallet,Stripe,799.0,Success,Returning,East,4.53
PAY10569,2025-12-12 03:53:11.319,CUST1141,Wallet,PayU,2499.0,Pending,Returning,West,9.22
PAY10570,2025-12-12 18:28:14.825,CUST1198,Net Banking,PayU,2999.0,Success,New,North,21.75
PAY10571,2025-12-13 09:03:18.331,CUST1058,UPI,PayU,1999.0,Success,New,North,4.72
PAY10572,2025-12-13 23:38:21.836,CUST1128,Net Banking,Stripe,1499.0,Failed,New,South,2.99
PAY10573,2025-12-14 14:13:25.342,CUST1142,UPI,Cashfree,299.0,Success,New,East,12.63
PAY10574,2025-12-15 04:48:28.848,CUST1165,Credit Card,Stripe,2999.0,Success,New,North,8.26
PAY10575,2025-12-15 19:23:32.354,CUST1112,UPI,PayU,799.0,Failed,New,South,14.52
PAY10576,2025-12-16 09:58:35.860,CUST1207,Net Banking,Stripe,1999.0,Pending,Returning,Central,20.29
PAY10577,2025-12-17 00:33:39.366,CUST1239,Wallet,Stripe,799.0,Success,New,North,4.29
PAY10578,2025-12-17 15:08:42.871,CUST1068,UPI,Stripe,2499.0,Pending,New,North,14.94
PAY10579,2025-12-18 05:43:46.377,CUST1040,UPI,Cashfree,2499.0,Success,Returning,South,13.13
PAY10580,2025-12-18 20:18:49.883,CUST1187,Debit Card,Razorpay,3999.0,Success,New,East,4.46
PAY10581,2025-12-19 10:53:53.389,CUST1208,Wallet,Razorpay,1499.0,Success,New,North,15.98
PAY10582,2025-12-20 01:28:56.895,CUST1220,Credit Card,Stripe,2999.0,Refunded,Returning,Central,7.57
PAY10583,2025-12-20 16:04:00.401,CUST1144,Net Banking,Razorpay,2999.0,Success,Returning,North,12.71
PAY10584,2025-12-21 06:39:03.907,CUST1190,Credit Card,Razorpay,299.0,Success,New,Central,2.97
PAY10585,2025-12-21 21:14:07.412,CUST1132,Wallet,Stripe,1499.0,Success,New,West,12.03
PAY10586,2025-12-22 11:49:10.918,CUST1173,UPI,Stripe,799.0,Success,Returning,West,8.36
PAY10587,2025-12-23 02:24:14.424,CUST1090,UPI,PayU,299.0,Success,New,Central,20.74
PAY10588,2025-12-23 16:59:17.930,CUST1028,Wallet,Razorpay,999.0,Success,New,East,2.37
PAY10589,2025-12-24 07:34:21.436,CUST1096,UPI,Cashfree,2999.0,Success,New,North,11.05
PAY10590,2025-12-24 22:09:24.942,CUST1237,UPI,Stripe,799.0,Success,New,North,12.0
PAY10591,2025-12-25 12:44:28.447,CUST1194,UPI,PayU,499.0,Success,New,West,18.4
PAY10592,2025-12-26 03:19:31.953,CUST1031,Net Banking,Cashfree,3999.0,Success,New,Central,14.78
PAY10593,2025-12-26 17:54:35.459,CUST1003,Net Banking,Razorpay,1499.0,Success,New,North,17.01
PAY10594,2025-12-27 08:29:38.965,CUST1246,Debit Card,PayU,2499.0,Success,Returning,North,19.65
PAY10595,2025-12-27 23:04:42.471,CUST1136,Credit Card,Stripe,499.0,Pending,New,East,21.69
PAY10596,2025-12-28 13:39:45.977,CUST1024,Wallet,Cashfree,3999.0,Success,Returning,South,8.53
PAY10597,2025-12-29 04:14:49.482,CUST1015,Wallet,Stripe,3999.0,Success,Returning,West,13.91
PAY10598,2025-12-29 18:49:52.988,CUST1171,Wallet,Razorpay,999.0,Success,New,West,21.16
PAY10599,2025-12-30 09:24:56.494,CUST1159,Debit Card,Cashfree,999.0,Success,New,South,24.75
PAY10600,2025-12-31 00:00:00.000,CUST1201,Net Banking,Razorpay,1999.0,Success,New,North,22.35
